trade_id,year,region1,region2,industry1,industry2,amount,total_employment_value,employment_count,unique_employment_factors,economic/employment,employment_People,employment_Hours,employment_intensity
7877,2019,IN,IN,NATUR,PUBLI,57.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2513,2019,IN,IN,CONST,CROPS,57.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9358,2019,IN,IN,PRINT,BEVER,57.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7604,2019,IN,IN,MOTOR,COMPU,57.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9604,2019,IN,IN,PRIVA,TOBAC,57.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2019,IN,IN,93197,RADIO,57.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5888,2019,IN,IN,HOTEL,ELECT,57.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3327,2019,IN,IN,ELEC1,GLASS,57.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8538,2019,IN,IN,PAPER,FOOD3,57.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6103,2019,IN,IN,INSUR,PFERT,56.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5754,2019,IN,IN,HEALT,ELECT,56.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,2019,IN,IN,BUSIN,SEACO,56.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12585,2019,IN,IN,WASTE,PAPER,56.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4862,2019,IN,IN,FOOD3,FOUND,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,2019,IN,IN,BITUM,MEMBE,56.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,2019,IN,IN,BUSIN,BASIC,56.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9498,2019,IN,IN,PRIVA,CEREA,56.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,2019,IN,IN,BUSIN,FOUND,56.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10076,2019,IN,IN,RAILW,VEGET,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,2019,IN,IN,BEVER,HEALT,56.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11729,2019,IN,IN,SUPPO,PROCE,56.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5805,2019,IN,IN,HEALT,PFERT,56.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11702,2019,IN,IN,SUPPO,MEDIC,56.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11715,2019,IN,IN,SUPPO,OILSE,56.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2019,IN,IN,93197,FURNI,56.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5956,2019,IN,IN,HOTEL,RESEA,56.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4469,2019,IN,IN,FABRI,PFERT,55.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13075,2019,IN,IN,WOODW,RETA1,55.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10744,2019,IN,IN,RETA1,PREC1,55.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12537,2019,IN,IN,WASTE,FABRI,55.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5863,2019,IN,IN,HOTEL,CERAM,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11994,2019,IN,IN,TRAN1,KEROS,55.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2019,IN,IN,93197,CERAM,55.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4438,2019,IN,IN,FABRI,KEROS,55.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2293,2019,IN,IN,COLLE,CRUDE,55.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12961,2019,IN,IN,WHOLE,RESEA,55.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11018,2019,IN,IN,RUBBE,RECRE,55.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2485,2019,IN,IN,CONST,AUXIL,55.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10893,2019,IN,IN,RETAI,RENTI,55.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6121,2019,IN,IN,INSUR,RUBBE,55.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9175,2019,IN,IN,POSTT,SALEM,55.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10292,2019,IN,IN,REALE,TEXTI,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,2019,IN,IN,AUXIL,CEMEN,54.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2601,2019,IN,IN,CONST,SALEM,54.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7548,2019,IN,IN,MOTO1,POSTT,54.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10693,2019,IN,IN,RETA1,FOUND,54.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10673,2019,IN,IN,RETA1,DAIRY,54.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4704,2019,IN,IN,FISH5,PROCE,54.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9532,2019,IN,IN,PRIVA,FURNI,54.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5652,2019,IN,IN,GLASS,FURNI,54.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12738,2019,IN,IN,WEARI,RENTI,54.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8221,2019,IN,IN,NONSP,KERO1,54.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5932,2019,IN,IN,HOTEL,NONME,54.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2511,2019,IN,IN,CONST,COPP1,54.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8296,2019,IN,IN,OFFIC,HOTEL,54.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12910,2019,IN,IN,WHOLE,LEAD1,54.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,2019,IN,IN,AUXIL,MOTOR,54.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2019,IN,IN,AIRTR,REALE,54.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11788,2019,IN,IN,TEXTI,COMPU,54.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5206,2019,IN,IN,FOUND,LEAD1,53.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3170,2019,IN,IN,DISTR,SALEM,53.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12851,2019,IN,IN,WHOLE,BIOG1,53.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10666,2019,IN,IN,RETA1,COLLE,53.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7945,2019,IN,IN,NFERT,PLANT,53.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1879,2019,IN,IN,CHEM1,COKEO,53.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9712,2019,IN,IN,PUBLI,HOTEL,53.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,2019,IN,IN,CEREA,CROPS,53.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,2019,IN,IN,BASIC,FOOD3,53.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1455,2019,IN,IN,BUSIN,NFERT,53.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,2019,IN,IN,AUXIL,VEGET,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2390,2019,IN,IN,COLLE,TRAN1,53.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9033,2019,IN,IN,PLAST,PFERT,53.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,2019,IN,IN,AUXIL,PROCE,53.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11753,2019,IN,IN,SUPPO,TOBAC,53.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11005,2019,IN,IN,RUBBE,PFERT,53.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2962,2019,IN,IN,DIST1,BEVER,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5433,2019,IN,IN,GASDI,ELECT,53.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5974,2019,IN,IN,HOTEL,WASTE,53.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5025,2019,IN,IN,FOOD5,PROCE,53.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2875,2019,IN,IN,DAIRY,CHEM1,53.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9950,2019,IN,IN,RAILW,ANIMA,53.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3099,2019,IN,IN,DISTR,FOOD3,52.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13089,2019,IN,IN,WOODW,WEARI,52.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8679,2019,IN,IN,PETRO,GLASS,52.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11313,2019,IN,IN,SEACO,WHOLE,52.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2245,2019,IN,IN,COKIN,PFERT,52.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,2019,IN,IN,BUSIN,FISH5,52.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12825,2019,IN,IN,WHEAT,RAWMI,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12034,2019,IN,IN,TRAN1,PRINT,52.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,2019,IN,IN,CONST,PREC1,52.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9871,2019,IN,IN,RADIO,FABRI,52.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3647,2019,IN,IN,ELEC3,RENTI,52.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2982,2019,IN,IN,DIST1,ELEC4,52.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2361,2019,IN,IN,COLLE,POSTT,52.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1783,2019,IN,IN,CEREA,PADDY,52.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10205,2019,IN,IN,REALE,DISTR,52.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9310,2019,IN,IN,PREC1,PRINT,52.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,2019,IN,IN,BASIC,DISTR,52.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,2019,IN,IN,AUXIL,PRINT,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,2019,IN,IN,CONST,GLASS,51.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6309,2019,IN,IN,LANDT,HEAVY,51.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5823,2019,IN,IN,HEALT,RESEA,51.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7056,2019,IN,IN,MEAT4,PUBLI,51.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11709,2019,IN,IN,SUPPO,NFERT,51.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5356,2019,IN,IN,FURNI,PFERT,51.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12013,2019,IN,IN,TRAN1,NAPHT,51.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12093,2019,IN,IN,TRAN2,CHEM1,51.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6368,2019,IN,IN,LANDT,RESEA,51.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,2019,IN,IN,BUSIN,ELEC3,51.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13061,2019,IN,IN,WOODW,PFERT,51.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4433,2019,IN,IN,FABRI,HEALT,51.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11065,2019,IN,IN,SALEM,CERAM,51.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12062,2019,IN,IN,TRAN1,TRANS,51.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8963,2019,IN,IN,PLAST,93197,51.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,2019,IN,IN,93197,RUBBE,51.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5220,2019,IN,IN,FOUND,MOTOR,51.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11091,2019,IN,IN,SALEM,FABRI,51.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7472,2019,IN,IN,MOTO1,BITUM,51.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9427,2019,IN,IN,PRINT,MOTOR,51.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8830,2019,IN,IN,PIGS9,HOTEL,51.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3530,2019,IN,IN,ELEC2,TEXTI,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12377,2019,IN,IN,VEGE1,PIGS9,51.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,2019,IN,IN,AUXIL,93197,50.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12042,2019,IN,IN,TRAN1,RECRE,50.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3095,2019,IN,IN,DISTR,ELECT,50.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9611,2019,IN,IN,PRIVA,WEARI,50.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4455,2019,IN,IN,FABRI,NAPHT,50.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3914,2019,IN,IN,ELEC5,TEXTI,50.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5862,2019,IN,IN,HOTEL,CEMEN,50.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12038,2019,IN,IN,TRAN1,RADIO,50.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10047,2019,IN,IN,RAILW,PRINT,50.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,2019,IN,IN,BITUM,RAILW,50.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,2019,IN,IN,BASIC,PRINT,50.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4903,2019,IN,IN,FOOD3,PAPER,50.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,2019,IN,IN,COMPU,COLLE,50.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709,2019,IN,IN,FISH5,RECRE,50.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4855,2019,IN,IN,FOOD3,FABRI,50.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7995,2019,IN,IN,NONF1,FABRI,50.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8939,2019,IN,IN,PLANT,PLAST,50.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4459,2019,IN,IN,FABRI,NONF1,50.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3368,2019,IN,IN,ELEC1,PLANT,50.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2891,2019,IN,IN,DAIRY,FOOD5,50.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8134,2019,IN,IN,NONME,FOOD5,50.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11305,2019,IN,IN,SEACO,SUPPO,50.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4613,2019,IN,IN,FINAN,RADIO,49.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5173,2019,IN,IN,FOUND,CHEM1,49.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11814,2019,IN,IN,TEXTI,GLASS,49.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2937,2019,IN,IN,DAIRY,RETA1,49.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11154,2019,IN,IN,SALEM,RADIO,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11039,2019,IN,IN,RUBBE,WASTE,49.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,2019,IN,IN,ALUM1,PAPER,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3478,2019,IN,IN,ELEC2,MACHI,49.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6947,2019,IN,IN,MACHI,TRAN2,49.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12066,2019,IN,IN,TRAN1,WEARI,49.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,2019,IN,IN,ANIMA,NFERT,49.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10410,2019,IN,IN,RECRE,RETA1,49.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8494,2019,IN,IN,PAPER,AUXIL,49.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2380,2019,IN,IN,COLLE,RUBBE,49.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6944,2019,IN,IN,MACHI,TEXTI,49.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,2019,IN,IN,AIRTR,HEALT,49.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6338,2019,IN,IN,LANDT,NONF1,49.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10680,2019,IN,IN,RETA1,ELEC4,49.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11136,2019,IN,IN,SALEM,OFFIC,49.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10810,2019,IN,IN,RETAI,COLLE,49.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11073,2019,IN,IN,SALEM,COLLE,49.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11064,2019,IN,IN,SALEM,CEMEN,49.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10005,2019,IN,IN,RAILW,KERO1,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9111,2019,IN,IN,POSTT,FURNI,49.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5377,2019,IN,IN,FURNI,SALEM,49.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4499,2019,IN,IN,FABRI,VEGET,49.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10095,2019,IN,IN,RAWMI,BUSIN,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8612,2019,IN,IN,PAPER,TRANS,48.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5950,2019,IN,IN,HOTEL,RADIO,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3711,2019,IN,IN,ELEC4,FINAN,48.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12934,2019,IN,IN,WHOLE,NONSP,48.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9433,2019,IN,IN,PRINT,NONME,48.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3773,2019,IN,IN,ELEC4,REALE,48.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3305,2019,IN,IN,ELEC1,CRUDE,48.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6032,2019,IN,IN,INSUR,CHEM1,48.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8186,2019,IN,IN,NONME,TRANS,48.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12549,2019,IN,IN,WASTE,HEALT,48.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4631,2019,IN,IN,FINAN,SUGAR,48.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3054,2019,IN,IN,DISTR,ALUM1,48.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9192,2019,IN,IN,POSTT,WHEAT,48.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12149,2019,IN,IN,TRAN2,MOTOR,48.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10603,2019,IN,IN,RENTI,WEARI,48.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7297,2019,IN,IN,MEDIC,MEDIC,48.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10442,2019,IN,IN,REFI1,KERO1,48.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,2019,IN,IN,COKIN,CHEM1,48.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5067,2019,IN,IN,FORES,CERAM,48.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10028,2019,IN,IN,RAILW,NFERT,48.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11150,2019,IN,IN,SALEM,PRINT,48.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7443,2019,IN,IN,MEMBE,RUBBE,47.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10977,2019,IN,IN,RUBBE,LEATH,47.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5225,2019,IN,IN,FOUND,NONF1,47.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1945,2019,IN,IN,CHEM1,POSTT,47.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3532,2019,IN,IN,ELEC2,TRAN1,47.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10619,2019,IN,IN,RESEA,MOTO1,47.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4794,2019,IN,IN,FISHF,RECRE,47.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10048,2019,IN,IN,RAILW,PROCE,47.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11984,2019,IN,IN,TRAN1,FURNI,47.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8833,2019,IN,IN,PIGS9,LEATH,47.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4951,2019,IN,IN,FOOD5,93197,47.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4481,2019,IN,IN,FABRI,RECRE,47.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5501,2019,IN,IN,GASDI,RESEA,47.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5092,2019,IN,IN,FORES,GLASS,47.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10055,2019,IN,IN,RAILW,RECRE,47.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3916,2019,IN,IN,ELEC5,TRAN1,47.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11588,2019,IN,IN,SUGAR,PAPER,47.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,2019,IN,IN,BIOGA,BUSIN,47.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5871,2019,IN,IN,HOTEL,COLLE,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12609,2019,IN,IN,WASTE,RETA1,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5960,2019,IN,IN,HOTEL,SALEM,47.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2684,2019,IN,IN,COPP1,NONME,47.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6114,2019,IN,IN,INSUR,RECRE,47.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7331,2019,IN,IN,MEMBE,93197,47.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6954,2019,IN,IN,MACHI,WHOLE,46.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11664,2019,IN,IN,SUPPO,ELEC5,46.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10058,2019,IN,IN,RAILW,RENTI,46.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5118,2019,IN,IN,FORES,NONME,46.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,2019,IN,IN,AIRTR,PRINT,46.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,2019,IN,IN,BASIC,PAPER,46.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10365,2019,IN,IN,RECRE,LANDT,46.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4365,2019,IN,IN,ELECT,RUBBE,46.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,2019,IN,IN,CEMEN,BRICK,46.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11725,2019,IN,IN,SUPPO,POULT,46.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10501,2019,IN,IN,RENTI,BASIC,46.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9541,2019,IN,IN,PRIVA,IRONO,46.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12877,2019,IN,IN,WHOLE,DIST1,46.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3744,2019,IN,IN,ELEC4,MOTOR,46.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12830,2019,IN,IN,WHEAT,SUGAR,46.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2376,2019,IN,IN,COLLE,RENTI,46.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,2019,IN,IN,CONST,ELEC3,46.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4615,2019,IN,IN,FINAN,RAWMI,46.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4351,2019,IN,IN,ELECT,PREC1,46.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8234,2019,IN,IN,NONSP,NONSP,46.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10588,2019,IN,IN,RENTI,RESEA,46.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8772,2019,IN,IN,PFERT,PUBLI,46.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,2019,IN,IN,ELEC1,WASTE,46.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2803,2019,IN,IN,CROPS,PIGS9,45.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7486,2019,IN,IN,MOTO1,COMPU,45.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,2019,IN,IN,CONST,FISH5,45.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6306,2019,IN,IN,LANDT,GASWO,45.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11763,2019,IN,IN,SUPPO,WOODW,45.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7456,2019,IN,IN,MEMBE,VEGET,45.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12720,2019,IN,IN,WEARI,PAPER,45.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12611,2019,IN,IN,WASTE,RUBBE,45.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6448,2019,IN,IN,LEAD1,OFFIC,45.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,2019,IN,IN,EDUCA,DISTR,45.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7863,2019,IN,IN,NATUR,OILSE,45.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,2019,IN,IN,AUXIL,HEALT,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7766,2019,IN,IN,NAPHT,RUBBE,45.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4390,2019,IN,IN,FABRI,BEVER,45.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12187,2019,IN,IN,TRAN2,RUBBE,45.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,2019,IN,IN,ALUM1,MACHI,45.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
